category,bariba,french
Nourriture et boissons,"Bii wi u bwisi kua tɛ̃ . Cet enfant est devenu très 51 bwisi kɛ̃ gbaakaru / gbãakaru intelligent 2) astuce, ruse, débrouillardise. Bwisiya ba rà ka nim wɔ̃ .",intelligence ; génie ; malice. Va: busi. C'est avec ruse qu'on grille l'eau.
Nourriture et boissons,Kurɔ mɔro u wokeru kɛramɔka gbĩɔ. gbĩɔwa  gbĩɔsu.,La ménagère racle la marmite avec une raclette.
Nourriture et boissons,Ba ra ka gbaka dãa sɔbeOn se sert du gbakapour transporter du bois. gbakawa gbaki gbakiya,calebasse plate pour transporter du bois ou autres.
Nourriture et boissons,"Bɛsɛn wuu gbankɔkɔɔwɔ, tɔmbu ba ra n yibaawa. Tɔnu ù n foto wii kpiriru kĩ, sere ù n gbankɔkɔ da .","Dans notre village, l'endroit où trône le chef est rempli du monde. bâtiments administratifs. Si quelqu'un veut faire une photo d'identité, il est obligé d'aller dans les bureaux administratifs."
Nourriture et boissons,Bɛsɛn baaban gberɔ gbeeku bɔ̃ nudabi. gbeeku bɔ̃ɔwa gbeeku bɔ̃ nu foc: gbeeku bɔ̃ na,"Dans le champ de notre père, il y a beaucoup de chacals."
Nourriture et boissons,Gbɛ̃ɛru sɔɔra ba ra nɛn dĩanu doke.,C'est dans un récipient en métal qu'on me met mon repas. .
Nourriture et boissons,"Mɔri yi, yi gbiira.","Le riz reste, il n' a"
Nourriture et boissons,"Na da mì yɛɛ yu rà nim nɔ, na yɔ̃ ra gbiringbiru, yaa gaa kùn maa nɛ. Gbiringbira uka gu. Il est mort de tétanos gbiringbira.","Je suis allé là où les animaux viennent boire de l'eau, j'y suis resté tout raide, aucun animal n'est venu. tétanos."
Nourriture et boissons,Daa kokaya nim gbera. U dɔ̃ɔ gura ka dãa komu. dãa komuwa.,Il n’y a plus d'eau dans le ruisseau. Il s’est servi de l’écorce sèche d'un arbre pour prendre du feu.
Nourriture et boissons,Na dãa pɔtira kĩ n ka sasaru ko.,Je cherche un poteau pour faire un grenier.
Nourriture et boissons,Daa wiru ta ku ra nim kpe. daa wira daa winu.,Une source ne manque jamais d’eau .
Nourriture et boissons,Sa dãa yiirun marum di yè sa taasoru da. dãa yiira dãa yiinu. dãa yiina,Nous avons mangé les fruits du petit arbuste aux fruits comestibles au cours de notre chasse . foc:
Nourriture et boissons,"Daadowa u Bwĩɔ swĩimarusinaa sɔɔ . daagin sooro [da›a›gìǹ sooro›]moustiquaire. Bwɛ̃ɛ yù n banda, kon daagin sooro sure. daagin soorowa daagin sooroba daagin soorobara.","Daado vient après Bougnon suivant le rang de naissance : S'il y a beaucoup de moustiques, je vais descendre la moustiquaire."
Nourriture et boissons,Bom mu dãakuma mu ka turuma mini.,Le lait a goutté jusqu'a arriver ici.
Nourriture et boissons,Win gbee bwãaru ta nùn nim 62 dãakusi daasi dãakuri.,Sa gourde d’eau qu’il amène au champ a ruisselé malgré lui.
Nourriture et boissons,Biɔ u nim dãakusia mì u dãru duura.,Bio a fait ruisseler de l'eau là où il a planté des arbres.
Nourriture et boissons,"A kaa te kɔruo, kpa nim mu ku maa dãara.",Ferme la calebasse pour que l'eau ne goutte plus.
Nourriture et boissons,Yɛm mɛn dãarabu bu dera bɔ̃ɔ ge ga wasara kua.,Le fait que ce sang ait coulé a beaucoup fait souffrir le chien.
Nourriture et boissons,Nim mu dãarama saa dãasi wɔllun di mu ka turuma mì na kpĩ.,L'eau a goutté depuis le plafond jusque là où je suis couché.
Nourriture et boissons,Tɔmbu ba dabi gisɔ wuu sɔɔ.,inv. être nombreux. Il y a beaucoup de monde aujourd'hui dans le village. phase:
Nourriture et boissons,laisser prendre tout. U dii bi so u dara. Wɔmu ga swaa sara darabi darabi.,darabi darabi [dàràbi dàràbi]marche cadensé des mamifères. Le singe a traversé la voie aux Foc :
Nourriture et boissons,Sabi u demunu sɔra ka dãru. dãruwa dãrusu.,Sabi a cueilli une orange à l’aide d’un bois fourchu .
Nourriture et boissons,Dãsa ya dibu do ya swia kere.,"Le gros haricot est bon à manger, mieux que le haricot ordinaire."
Nourriture et boissons,"Yè u sun debusiama, yera win dĩanu nu kɔmia.","Quand il a commencé à nous faire rassasier, sa nourriture est terminée."
Nourriture et boissons,U rà di n n kpã ù sere debu.,se rassasier. Il mange beaucoup avant de se rassasier.
Nourriture et boissons,Ba ku ra ka goo dèbun bararu bɔɔsie.,On ne dit :
Nourriture et boissons,Dɔkɔ 68 dendima derina nim dendibu biya bu buram bo.,Il est préférable d’utiliser l’eau de puits.
Nourriture et boissons,U man nɛn woburu dendiri.,Il a employé mon couteau malgré moi.
Nourriture et boissons,U gina gbia u win dĩanu denda.,Il a commencé par goûter sa nourritureinacc.
Nourriture et boissons,Kɔnɔ wi u win kɔ̃ɔ nɔɔ dɛ̃ɛra.,Le coiffeur a aiguisé ses ciseaux.
Nourriture et boissons,Direm mu ka sɔkuru do.,Le fruit du blighia sapida est bon avec l'igname pilée.
Nourriture et boissons,Dèbu ya yibaa win wasi sɔɔ.,Il y a beaucoup de taches sur son visage.
Nourriture et boissons,Sii boku te ta dɛbara.,Ce poteau de fer a été tordu.
Nourriture et boissons,Daa ten nim mu dɛburu sara. dɛburu gɔna [dɛburu gɔna]gendarme. Dɛburu gɔna u kɛkɛ yɔ̃ rasia.,L'eau de cette rivière dépasse les molets ; Le gendrame a arrêté une voiture.
Nourriture et boissons,Sa nim dɛɛram mɛn nɔrubu kĩ.,Nous voulons boire de l'eau potable.
Nourriture et boissons,Wobu te ta ǹ dɛɛre. Durɔ wi u ǹ dɛɛre gari yi sɔɔ.,inv. être propre. Ce couteau n’est 2) être innocent. Cet homme n'est
Nourriture et boissons,Kɔ̃ɔ gen dɛ̃ɛribu kùn nùn nɛnɛ.,Aiguiser ce couteau n’est pa urgent pour lui.
Nourriture et boissons,U wobu te nɔɔ dɛ̃ɛrisia.,Il a fait limer le couteauinacc.
Nourriture et boissons,Kɛkɛ bɛkɛ yu dɛɛru diira bwãaraawɔ. dɛɛru d¿‚ire. dɛ̃ɛrira / dɛɛrira[dɛ̃ɛrura/ dɛ̃ɛrira ]1. Wobu te ta nɔɔ dɛ̃ɛrira.,De gros camions se sont enfoncés dans un marécage. pouvoir être limé. Ce couteau a pu être limé.
Nourriture et boissons,U man nɛn wobru nɔɔ dɛ̃ɛriri.,Il a limé mon couteau malgré moi.
Nourriture et boissons,"U win kpaasi deka, ma ba dɔ̃ɔna. Na nim deka.",Il a touché son camarade et ils sont partis. prendre un peu. J'ai pris un peu d'eau. . .
Nourriture et boissons,Wuru si su dɛlla kpuro.,Les feuilles sont toutes tombées.
Nourriture et boissons,Ba nùn dĩanu dɛndasia.,Ils lui ont fait goûter la nourriture.
Nourriture et boissons,U da u win gberun sɔmbu dɛ̀ llasia.,Il a fait tomber les fruits du karité qui est dans son champ.
Nourriture et boissons,Barɔ u ku ra kpĩ ù di sãa sãa. U tɛtɛ toba u di . Ba wii yɔndo di.,"Le malade n'arrive 2) gagner, battre. Il a joué à un jeu de hasard, il a gagné . traiter de. On l'a traité de sorcier."
Nourriture et boissons,Ba nùn dĩa sunnu kua u di. dĩa sunna dĩa yĩrenu/ dĩa yinnu / [dĩa yinnu/ dĩa yĩrenu]nourriture froide. Dĩa yĩrenu niya ura dibu kã. dĩa yĩrena.,C'est de la nourriture chaude qu'on lui a servie a manger. Il aime manger de la nourriture froide.
Nourriture et boissons,Dĩanu nu kù ra n wãa gɔ̃ɔru tan tɔnu mö.,"Quand il y a de la nourriture, il ne faut :"
Nourriture et boissons,"Yè duma ya koo nùn sura , yerau dìbi kara.","Quand le cheval allait le renverser, il a disparu."
Nourriture et boissons,Gùnɔbu ga sɔ̃ diitondu wɔllɔ . dii tonda dii tonnu .,Un oiseau est posé sur le toit d’une maison .
Nourriture et boissons,"Barɔ wi, u dibu di bu kpã.",Le malade a mangé beaucoup de pâte diba.
Nourriture et boissons,Wɔnnu nu man nɛn gberenu diiri.,Les singes ont dérobé et mangé mon maïs.
Nourriture et boissons,Na gbɛ̃ɛte sɔɔdiisi.,J’ai mangé dans l'assiette.
Nourriture et boissons,Ba man tam wɔ̃ɔrasu diisia.,On m'a fait manger de l'igname grillée.
Nourriture et boissons,U man sɔkuru diiya.,Il a mangé l’igname pilée à ma grande satisfaction.
Nourriture et boissons,"Dim kĩro ù n dĩanu wa, u ku ra n tie. dim kĩrowa. dim kĩrobu. dim kĩroba.",bâfreur. Si le gourmand voit la nourriture il ne sait plus ce qu'il fait. .
Nourriture et boissons,Naakparo u win sabenu dio yakasɔ. 76 dio do,Le berger rejoint son troupeau aux champs.
Nourriture et boissons,A ku bè som biamɔ.,"Quand la nourriture sera prête, elle ne manquera :"
Nourriture et boissons,Direbu bu sãawa dãa tèn marum ba ra di.,"Blighia savoureuse, arbre sarriette. La blighia savoureuse est un arbre aux fruits comestibles."
Nourriture et boissons,Direm mu do ka sɔkuru.,"Le fruit du finzan est bon avec l""igname pilée."
Nourriture et boissons,U wumawa gbaka dira yè yaa ya kpa.,"Il est revenu la calebasse vide, quand la viande est terminée."
Nourriture et boissons,Nimdirum nɔrubu bu bwãa dobu mɔ .,Boire de l’eau simple est source de santé.
Nourriture et boissons,U bom mɛ tàmbu dirasi.,. Il a chassé de la main un insecte qui est tombé dans le lait. do cées).
Nourriture et boissons,Guan yaa ya ra n do. Woru ka Biɔ ba do nde bɔru ka tim.,inv. être doux. La viande du poulet est savoureuse. être en accord (plusieurs personnes). Woru et Bio s'entendent comme le sel 77 dò dokeri et le miel.
Nourriture et boissons,Kɛkɛ yen wɔruma ya ka tɔmbu dobonia naawa. doboniawa doboniaba doboniabara.,Le fait que cette voiture est renversée a beaucoup peiné les gens.
Nourriture et boissons,Dĩaninu tìm dokera.,On a pu mettre du poison dans ces aliments.
Nourriture et boissons,U man nɛn dĩanu tim dokeri. 78 dokesi dom yamia,Il m'a mis un poison dans ma nourriture.
Nourriture et boissons,"Sabin dokiri, bɛsɛn sunɔwa. dokiri yãnu/ kana yãnu [dokiri yãnu]présents pour la belle famille, dot. Ba ka gisɔ nɛn sesun dokiri yãnu na bɛsɛn yɛnuɔ. dokiri yãna.",C'est notre chef qui est le beau-père de Sabi dokiriwa. Ils ont apporté aujourd'hui dans notre maison la dot de ma soeur.
Nourriture et boissons,Na bii be kpee dokusia.,J'ai fait manger la sauce aux enfants.
Nourriture et boissons,"Bɛsɛ baatɔmbun mi, tɔn kurɔba ba ra doo ko.","Chez nous les baribas, ce sont exclusivement les femmes qui font la cuisine."
Nourriture et boissons,"Yè na koko ye tím duke, yera ya dora. Yè Bɔni ka win kurɔ ba sanna, yera ba kpa ba dora. Quand Boni et sa femme se sont disputés, ils ont fini par s'entendre.","Devenir bon, doux, agréable, commencer à plaire. Quand j'ai mis du miel dans la bouillie, elle est devenue bonne à boire. s'entendre (pour plusieurs personnes), se réconcilier."
Nourriture et boissons,Ba kpee yi bɔru doke ba ka yi dorasia. Tɔn geeba ben gari yi dua ba bè dorasia. U kɔ̃ɔge nɔɔ dorasia.,Ils ont mis du sel dans la sauce qui l'a rendue douce. réconcilier. Des personnes sages se sont mêlées à leur problème et les ont réconcilés. Il a aiguisé le outeau.
Nourriture et boissons,Dii dɔka ya man wunana.,La bouchée de pâte m'est passée de travers.
Nourriture et boissons,Nim mu kua dɔkɔ dɔkɔ.,L’eau est devenue tiède.
Nourriture et boissons,Dɔkɔn turaru ta ku ra nim kpe.,La margelle du puits ne manque jamaisd’eau autour d’elle.
Nourriture et boissons,Binɛn sɔ̃ na tɔnu u rà dɔkɔnu di.,C'est par gourmandise que l'homme est amené à manger cette plante.
Nourriture et boissons,Badɔm sɔra bɛsɛn gberɔ.,On a cueilli les fruits de néré dans notre champ.
Nourriture et boissons,Dɔma te sa dum dabiru wa.,"Ce jour-là, nous avons vu beaucoup de chevaux."
Nourriture et boissons,Win dokiri kpaarun diya bɔ̃ɔ ga wii dɔmma uka wuma.,Il s'est fait mordre par un chien chez ses beaux-parents et il est revenu.
Nourriture et boissons,"Bake, a do a dɔ̃ɔ go. Gasɔ, tire tè tɔnu u kĩ kpuro, sere ù dɔ̃ɔ go.","Baké, va éteindre le feu2) graisser la pâte, corrompre, donner un pourboire. Autrefois, si quelqu'un voulait un papier, il devait donner un pourboire. dõö go."
Nourriture et boissons,"À ndɔ̃ɔ goobu yina, ba ǹ nun nɔɔrimɔ. dɔ̃ɔ gooba.","Si tu refuses d'éteindre le feu, on ne s'occupera 2) action de donner un pourboire."
Nourriture et boissons,Bii piimunu nu ra dɔɔnu nɔrubu kã.,Les enfants aiment bien boire la pâte du mil pétri. Il a vendu sa bicyclette assez cher.
Nourriture et boissons,"Tɔn ben yaa ye sɔɔ, dɔraraa ya wãa.","Dans la viande de ces gens là, il y a celle qu’on peut vendre."
Nourriture et boissons,U gari kua sere u win dĩanu duarisi.,finir par oublier dans. . Il a tellement parlé qu’il a oublié son repas.
Nourriture et boissons,Duuru bɛɛku ga ra n sãki mɔ.,Le hérissonest couvert de beaucoup de piquants.
Nourriture et boissons,"Yè u gari yi nua, yerau kĩ ù duka se.","Lorsqu’il a appris l’affaire, il voulait prendre la fuite."
Nourriture et boissons,Gunun kɛkɛ kɔrabu bu wii dukiri sɔka gem gem.,L'accident de Gounou lui a fait beaucoup de chagrin.
Nourriture et boissons,Woru kùn kĩ bù win nim duku.,Woru ne veut :
Nourriture et boissons,"Yaarun baaban dum kaa ye, ya ra ka bɛntɛ wɛ̃ re.",Le cheval blanc du père de Yarou est très beau quand il a son harnachement dum kaawa.
Nourriture et boissons,Na di na kpaa sere dumma.,J'ai fini de manger avant que tu n'entres ici.
Nourriture et boissons,"Duurubɛɛku, kasan dĩana.",Le hérisson est la nourriture de l'épervier.
Nourriture et boissons,Yãki u win dwaa tundo nim swɛ̃ɛya u wobura.,Yanki a chauffé de l'eau au père de son mari et il s'est lavé.
Nourriture et boissons,Sa ko yaa dwe yaburɔ.,Nous achèterons de la viande au marché. nég.
Nourriture et boissons,"Yè bii wɛ̃ɛ te ta di ta deba, yera ta doyama.","Lorsque le bébé a fini de boire son lait, il a commencé par dormir."
Nourriture et boissons,Karabosi ya rà yaa dwiiyasie kpee sɔɔ. F - f fa,La papaye ramollit la viande dans la sauceinacc.
Nourriture et boissons,"Sa ra ka wa, baa mùn sãa bom fãani.","Nous arrivons à en trouver, même si c'est du lait caillé."
Nourriture et boissons,À n wunɛn kɔnɔ faara wwaa wunɛn búu nim doke. Bom fàarawa sa rà dwe Mare Worun gaawɔ. Minin gbee sɔma ya faara sãa. Faara dio kù ra kã bù ka wii di.,"gratuit, gratis. Si tu trouves un coiffeur gratis, tu lui demandes de coiffer aussi ton idole. bon marché. Nous achetons du lait à bon marché dans le campement de Maré Worou. 3) facile. Ici il est facile de faire les travaux des champs. fàarawa faara dio [faara dio]parasite, piqueassiettes, qui aime la facilité. Celui qui parasite un autre n'aime :"
Nourriture et boissons,"Bɛsɛn gberɔ, swĩini yu dabi.","Dans notre champ,il ya beaucoup de criquets. firinfiriku / fifiru / firu firun petite chauve souris."
Nourriture et boissons,"95 fita fɔrɔtɔ /fɔɔtɔ Bè ba yãaru koka, ba ben finti mwa, ba da ba wɔ̃ɔwa.","Ceux qui ont dépecé le mouton ont pris leur part, ils sont allés la cuire à la braise."
Nourriture et boissons,"Yaa yè ba sɛ̃ɛwaa mi, yera Sani u fita.",C'est la viande qu'ils ont mise à fumer que Sani a coupée un peu.
Nourriture et boissons,"Yè na sɔmburu wuma na ka kiraru na, yera na bii be fitama.","couper un petit morceau et apporter. Lorsque je suis revenu du service, j'ai apporté du gâteau que j'ai coupé en petits morceau pour les enfants."
Nourriture et boissons,Yaa ye ya fitara.,Le morceau de la viande a pu être coupé.
Nourriture et boissons,U man nɛn yaa ye fitari.,Il a coupé ma viande contre ma volonté.
Nourriture et boissons,Na yaa ye fitasi wekeru sɔɔ.,J'ai coupé la viande dans la marmite.
Nourriture et boissons,Na yaa ye fitasia.,J'ai fait couper la viande.
Nourriture et boissons,Ba yaa ye munda fiti fiti.,Ils ont coupé cette viande en petits morceaux.
Nourriture et boissons,Sɛ̃ɛ foko ga kɔ̃ɔre dii gãarɔ.,Unecoquille vided’oeuf est jetée derrière la chambre.
Nourriture et boissons,Gambarusu su ra fura nɔrubu kã.,Les haussa aiment boire les boules de sorgho diluées.
Nourriture et boissons,Bɔni u furɔ kpɔɔ dwa.,Boni a acheté un chapeau neuf. fùröwa›.
Nourriture et boissons,"Gunɔ gagu ga yɔ̃ɔwa furururu, ga da ga sura sere mìn toma daarun bɔkuɔ.",bruyamment. Un des oiseaux a volé bruyamment et est allé se poser loin près du marigot.
Nourriture et boissons,Bɔni u bom ka gasaru dwa gaawɔ.,Boni a acheté du lait et du fromage au camp peulh.
Nourriture et boissons,"Yè wi ka win bɛɛrɛ ba gari mö, yerau nùn gãare.","Quand son grand-frère parlait avec lui, il lui parlait violemment tout en s'approchant de lui. nég."
Nourriture et boissons,"Bà n sikaba marà, Gadowa ura swĩ.","Après la naissance des jumeaux, c'est le Gado qui suit."
Nourriture et boissons,A ku wunɛn nɔma gaki. A nim gãki.,Ne tends 2) tendre un récipient pour recueillir de l'eau. Nous avons recueilli de l'eau.
Nourriture et boissons,A ku tɛrɛ ni gam. N’essore 2) traire. Mare ura bom gam bùruru.,"Le matin, le peulh trait le lait."
Nourriture et boissons,Bom mɛ mu gamara.,Le lait de cette vache a pu être trait.
Nourriture et boissons,U man bom gamari.,Il a fait traire le laitcontre mon gré.
Nourriture et boissons,Mare u win bii bom gamasia.,Le peulh a fait traire le lait par son fils.
Nourriture et boissons,"Naa ye, ya gambu sɛ̃ .",Il est difficile de traire du lait de cette vache là.
Nourriture et boissons,A dea bom mɛ gamɛ kaa te sɔɔ.,Il faut traire le lait dans cette calebasse.
Nourriture et boissons,A dea man bom gamɛya nɛn kaaru sɔɔ.,Trais le lait pour moi dans ma calebasse.
Nourriture et boissons,A nɛɛ Mare Woru ù bom gamma ù ka na. Gɔɔbi u koo ka yaa gamu ko gisɔ .,Dis à Mare Worou de traire du lait et de l'apporter. gamu ko[gàmú ko‚]Rencontrer au hasard. Gobi va rencontrer par hasard une bête aujourd’hui :
